ID,StartDate,EndDate,Finished,gender,sexuality,white,black,native,asian,hispanic,multi,other,socialsci,natphysci,stem,artshum,otherstudy,gpa,fraternity,sorority,geninclus,nogreek,legacy,income,finanaid,athlevel,ideology,party,clinton,sanders,trump,vote,debt,loans,loansamt,ploans,ploansamt,sateduc,satintvol,satoffterm,housing,sexassault,greeklife,Phjob,admin,BLM,divest,theD,review,alcohol,drugs,sex,sleep,bema,centergreen,preslawn,tophop,stepshall,fiftyyard,stacks,sevennone,lous,ledyard,decade,challnone,homcome,wintercar,greenkey,sophsum,docfirst,gradstate,gradplans,gradwork,gradsalary,tenyears
R_1n6GjCUqcBOdKYZ,5/29/2016 17:01,5/29/2016 17:05,1,2,1,,,,1,,,,,1,1,,,1,,1,,,2,3,1,4,1,1,2,1,5,1,2,2,,2,,1,2,2,3,3,3,4,4,2,3,3,4,1,1,1,7,1,1,1,1,1,1,1,1,,,,1,,,,,,45,1,,,8
R_1BXICQFKiOCBZoE,5/29/2016 17:02,5/29/2016 17:07,1,2,1,1,,,,,,,,,1,,,3,,,,1,2,3,1,4,1,4,3,1,5,3,1,1,"$20,000 ",2,,1,2,1,3,2,1,3,3,1,1,3,5,3,1,5,8,1,,,,1,,1,,,,,1,5,3,4,2,1,29,1,5,7,5
R_1QFv80jZUGIDl7a,5/29/2016 16:59,5/29/2016 17:09,1,2,1,1,,,,,,,,,1,,,3,,,,1,,3,1,1,2,3,2,2,5,1,1,,,,,2,2,3,4,1,2,3,4,2,2,2,2,3,1,2,9,,,,,,,,1,1,,1,,1,2,3,5,4,45,7,14,8,7
R_1LuFtSHK4bSYAWj,5/29/2016 17:05,5/29/2016 17:09,1,2,1,1,,,,,,,1,,,,,4,,,,1,1,3,1,1,1,3,2,1,5,1,1,1,2100,,,2,1,2,2,3,3,4,4,2,2,5,5,3,1,1,8,,,,,,,,1,,,,1,3,2,5,4,1,20,8,7,2,13
R_yF8yfg66UNr1czv,5/29/2016 16:54,5/29/2016 17:11,1,2,3,1,,1,,,,,1,,,,,4,,1,,,2,2,1,2,2,2,1,1,4,1,2,1,"5,000",2,,5,4,3,3,3,3,4,5,4,3,5,5,5,5,5,7,1,1,1,1,1,1,1,,,,,1,2,5,4,3,1,26,1,1,1,
R_2Ph7zEidnjJjfH1,5/29/2016 17:15,5/29/2016 17:19,1,1,1,1,,,,,,,,1,,,,2,1,,,,2,4,1,1,3,4,4,4,4,5,1,1,"100,000",2,,1,1,1,5,3,5,3,4,5,3,3,3,5,3,4,9,1,,,1,,1,1,,1,,,,4,5,3,1,2,51,4,8,1,8
R_VWQb27gmAOaNaGB,5/29/2016 17:15,5/29/2016 17:22,1,1,1,1,,,,,,,1,,,,,5,,,,1,2,3,1,1,2,2,4,2,5,1,2,2,,2,,1,1,3,5,2,2,5,5,4,3,2,3,5,4,5,9,,,,,,,,1,,1,,,2,4,1,3,5,52,2,12,3,13
R_6xl132i5KUirRdf,5/29/2016 17:50,5/29/2016 17:53,1,1,1,1,,,,,,,1,,,,,,1,,,,2,8,2,3,2,1,2,4,5,1,2,2,,1,,1,1,1,3,2,4,3,4,4,3,5,5,5,2,3,8,,,,,,,,,,1,,,2,3,4,1,5,9,2,10,3,13
R_265fqTJmsV0yNW6,5/29/2016 17:56,5/29/2016 17:58,1,2,1,1,,,,,,,,,,1,,2,,1,,,2,,2,2,3,5,3,3,5,1,2,2,,2,,2,3,1,3,3,4,4,5,3,3,4,4,5,1,1,8,,,,,,,,1,,,,,2,4,1,3,5,51,2,2,2,7
R_6sv8806h5Cke6Tn,5/29/2016 18:06,5/29/2016 18:09,1,2,1,,,,1,,,,,,1,,,2,,1,,,2,7,2,2,2,1,1,4,5,1,2,2,,2,,1,1,1,1,3,2,1,1,3,3,3,4,4,2,4,8,,,,,,,,1,1,1,,,5,4,3,1,2,21,2,3,5,5
R_30w4KCQ8WIOFnry,5/29/2016 18:03,5/29/2016 18:09,1,2,1,,1,,,,,,1,1,,,,6,,,,1,2,4,1,1,2,3,3,1,5,1,1,1,"$40,000 ",2,,3,4,3,4,3,3,3,5,2,3,2,2,2,1,1,7,,,,,,,,1,1,,,,3,4,2,5,1,21,2,8,3,8
R_Twqjwvv6takU0Ap,5/29/2016 18:18,5/29/2016 18:24,1,2,1,1,,,,,,,1,,,,,1,,1,,,1,7,2,2,2,1,1,4,5,1,2,2,,2,,1,1,1,3,2,5,3,4,2,3,2,2,4,1,4,9,,,,,,1,,,,,,1,3,5,4,1,2,32,2,4,5,4
R_2sd5UEFRuLrNLgl,5/29/2016 18:28,5/29/2016 18:33,1,2,1,,,,,1,,,,,,1,,1,,,,1,2,3,1,4,4,6,4,5,5,5,1,1,"6,000",2,,1,2,2,3,3,3,3,4,4,3,4,2,2,1,1,7,,,,,,,,1,1,,,,2,4,3,5,1,5,4,13,7,1
R_rf4tLfhOfi1DIOJ,5/29/2016 18:50,5/29/2016 18:53,1,1,1,1,1,1,,,1,,,1,1,,,5,1,,,,2,1,1,4,2,4,4,1,5,3,1,1,6000,2,,2,5,1,5,4,4,5,5,2,2,4,5,4,1,5,8,,,,,,,,1,1,1,,,3,5,2,4,1,5,2,5,5,5
R_234cqGWK8LFBf1o,5/29/2016 18:38,5/29/2016 18:54,1,2,1,1,,,,,,,,,1,,,,,1,,,2,3,1,1,3,2,2,2,4,5,2,2,,2,,2,3,4,3,4,4,3,4,4,3,3,5,4,1,1,8,,,,,,,,1,1,1,,,3,2,1,5,4,47,2,5,5,5
R_vojNkFZt6gTsbPX,5/29/2016 18:47,5/29/2016 18:56,1,2,1,1,,,,,,,,1,1,,,1,,,1,,2,4,1,3,5,7,5,5,3,2,1,2,,1,34038,2,2,2,2,3,3,4,5,5,5,4,3,3,1,5,7,,,,,,,,1,,,,1,3,4,2,5,1,29,1,14,8,5
R_OjRJiORj3h3si2t,5/29/2016 18:58,5/29/2016 19:04,1,2,3,1,,,,,,,1,1,,,,2,,1,,,2,8,1,1,2,2,2,2,5,1,2,2,,1,not sure,1,1,2,2,3,4,4,4,1,1,3,4,5,4,4,8,1,,,,,,,,1,1,,,4,5,2,3,1,5,4,12,2,8
R_uwUEkd1cj3VCNs5,5/29/2016 19:34,5/29/2016 19:36,1,1,1,1,,,,,,,,,,1,,3,1,,,,1,5,1,4,2,1,1,2,5,1,1,1,"15,000",1,"5,000",1,2,1,2,1,5,4,5,4,4,2,4,5,1,5,8,1,,,,,1,1,,1,1,,,3,5,4,1,2,32,2,3,4,10
R_XuZPBBqfs0RW05r,5/29/2016 19:41,5/29/2016 19:45,1,2,1,1,,,,,,,,,,1,,4,,1,,,1,,2,3,2,3,2,3,5,1,2,2,,2,,2,1,1,2,3,4,5,5,3,3,3,4,5,2,1,8,,,,,,,,1,1,,,,4,5,3,1,2,47,2,12,4,3
R_p9k9nwPLHoqRUlz,5/29/2016 19:59,5/29/2016 20:03,1,2,1,1,,,,,,,,,1,,,3,,,,1,1,3,2,1,1,1,2,1,5,1,2,2,,2,,2,3,4,2,3,2,3,4,2,2,4,5,3,1,5,9,1,,,1,,,1,,,,,1,1,5,2,3,4,26,2,13,2,7
R_2Bb2tSnrQZyJMLd,5/29/2016 20:01,5/29/2016 20:05,1,2,1,,,,1,,,,,1,,,,3,,1,,,1,4,2,4,1,1,1,3,5,1,2,1,"$2,000 ",2,,1,1,1,2,1,2,4,4,3,2,3,3,5,1,1,8,,,,,,,,1,1,,,,3,5,2,1,4,21,2,3,4,8
R_3iKlJGN6Jx8UBnk,5/29/2016 20:34,5/29/2016 20:41,1,1,1,1,,,,,,,1,,1,,,2,,,,1,2,7,2,2,3,5,3,4,5,5,2,2,,2,,1,2,3,2,3,4,3,3,3,3,2,4,5,1,1,9,,,,,,,,1,,1,,,1,5,4,3,2,35,2,6,3,6
R_wRxpbis43AQo0eJ,5/29/2016 20:39,5/29/2016 20:41,1,1,1,,,,1,,,,1,,,1,,3,,,,1,2,4,1,2,3,2,2,5,4,4,2,2,,2,,1,1,1,5,3,5,4,5,5,3,4,5,5,2,4,6,1,,1,1,,,1,,1,,1,,2,5,3,1,4,5,2,4,6,4
R_2ZIaf1Niuo6iZd2,5/27/2016 16:55,5/29/2016 20:59,1,2,1,,1,,,,,,,,,1,,1,,1,,,2,3,1,4,2,2,4,2,5,1,1,2,,2,,2,2,1,2,2,2,5,5,1,2,4,5,4,5,5,6,1,1,1,1,1,1,1,,,1,,,1,4,3,5,2,32,2,3,5,13
R_2R2JzPJ8g9ALN3c,5/29/2016 21:32,5/29/2016 21:44,1,1,1,1,,,,,,,,,,1,,,,,,1,1,7,2,2,1,4,3,1,5,3,2,2,,2,,1,2,1,5,2,5,5,5,2,1,4,4,4,1,5,7,,,,,,,,1,1,1,,,,,,,,32,4,1,3,1
R_AF3yT46YCJj1ynL,5/29/2016 18:59,5/29/2016 22:20,1,2,1,1,,,,,,,,1,,,,2,,1,,,2,3,1,2,1,2,2,1,5,1,1,1,"15,000",1,"15,000",2,1,2,2,3,4,4,4,1,1,2,4,5,2,1,7,,,,,,,,1,1,,,,5,4,2,3,1,32,4,1,3,8
R_ZaWzx1jc96c9STL,5/29/2016 17:59,5/29/2016 22:31,1,1,1,1,,,,,,,,1,,,,5,,,,1,1,3,1,1,2,2,4,1,5,1,2,1,"$18,500 ",2,,2,2,1,4,3,3,3,3,4,2,3,4,4,1,2,8,,,,,,,,1,,,,1,4,3,5,1,2,29,8,12,8,1
R_33BgVVZOot3daXR,5/29/2016 22:36,5/29/2016 22:40,1,2,1,,,,1,,,,,,,1,,1,,,,1,2,4,1,4,2,3,2,2,5,5,1,1,a lot,2,,2,2,2,4,3,3,3,3,2,2,2,3,3,1,4,8,,,,,,,,1,,,,1,5,4,3,1,2,51,1,1,1,1
R_2wnIN0iwpj7qLAd,5/29/2016 22:37,5/29/2016 22:40,1,1,1,,,,1,1,,,1,,,,,3,1,,,,2,2,1,2,3,3,4,4,5,1,1,2,,2,,1,1,1,3,2,5,2,4,4,4,4,4,4,1,4,7,1,,,,,,1,,1,1,,,1,2,3,5,4,51,2,3,4,2
R_3PcuWRX9wWZ9Cck,5/29/2016 22:44,5/29/2016 22:48,1,1,1,,,,1,,,,,,1,,,3,1,,,,2,4,2,2,2,2,3,2,5,1,2,2,,2,,2,2,2,3,3,4,4,4,4,4,4,4,4,3,5,8,,,,,,,,1,1,1,,,4,5,1,2,3,21,6,5,3,3
R_3sAdSy7MgAo54W5,5/29/2016 23:15,5/29/2016 23:27,1,1,1,,,,1,,,,1,,,,,2,1,,,,2,3,1,3,2,3,2,4,5,1,1,1,"18,723",2,,2,1,3,3,2,4,2,4,4,4,4,5,5,3,1,8,,,,,,,,,1,1,,,4,5,2,1,3,32,2,4,4,4
R_1l5htJDFGed4M5e,5/30/2016 1:21,5/30/2016 1:25,1,2,1,1,,,,,,,1,,,,,1,,1,,,2,7,2,3,2,1,2,2,5,1,2,2,,2,,2,2,1,3,3,4,3,4,2,2,3,5,3,4,2,8,,,,,,,1,,1,,1,,3,5,4,2,1,32,2,7,3,7
R_vTf5GSwIO7hNOql,5/30/2016 1:41,5/30/2016 1:44,1,1,2,1,,,,,,,,,1,,,3,,,,1,2,3,1,4,2,4,3,2,5,3,1,1,,2,,3,4,2,5,3,3,4,4,5,3,4,4,4,3,2,8,,,,,,,,1,1,1,,,4,5,3,1,2,5,2,14,5,1
R_2SwzgUx23ctQL5D,5/30/2016 8:31,5/30/2016 8:35,1,1,1,1,,1,,,1,,1,,,,,4,1,,,,2,4,1,2,2,3,4,2,5,1,1,1,"40,000",2,,1,3,1,5,2,5,4,5,3,2,2,3,5,5,4,8,,,,,,,,1,1,,,,1,5,3,2,4,6,2,11,3,11
R_3PFEYmW5SlIWEB6,5/30/2016 9:18,5/30/2016 9:23,1,1,1,1,,,,,,,,,,1,,6,1,,,,1,4,2,2,3,3,2,3,5,1,2,2,,2,,1,2,1,3,1,5,5,5,1,3,3,3,5,5,5,9,1,1,,,,1,,,1,1,,,3,4,2,1,5,21,2,3,4,13
R_2vbHGR6lAxpt29G,5/30/2016 9:24,5/30/2016 9:28,1,1,1,1,,,,,,,,,1,,,3,1,,,,2,7,2,1,2,3,2,3,5,1,2,2,,2,,2,1,3,3,2,5,4,5,4,2,4,3,4,1,5,7,1,,,,1,,1,,1,,,,4,5,2,1,3,43,2,8,4,5
R_1CpvVHtvSXrgk5z,5/30/2016 10:57,5/30/2016 11:01,1,2,1,1,,,,,,,,,,1,,2,,1,,,2,3,1,4,2,3,2,3,5,1,1,1,"20,000",2,,1,1,2,3,2,2,4,4,3,3,3,5,4,1,3,9,1,,,1,,,1,,1,,,,3,5,2,1,4,32,2,9,4,1
R_2cpVyVWZEfUOZBM,5/30/2016 11:06,5/30/2016 11:10,1,2,1,1,,,,,,,1,,,,,2,,1,,,2,7,2,3,1,1,2,4,5,1,2,2,,2,,1,2,2,2,3,3,3,4,3,2,3,5,5,1,5,8,1,1,,,1,,1,,,,,1,4,3,5,1,2,32,2,13,3,12
R_2dxMIwLlDRbiWxS,5/30/2016 13:11,5/30/2016 13:14,1,2,1,1,,,,,,,1,,,,,2,,1,,,1,4,2,2,1,2,1,1,5,1,2,2,,2,,2,1,3,2,2,3,3,3,3,3,4,5,4,1,4,8,1,1,1,1,1,1,1,,,1,,,5,3,4,2,1,29,2,2,2,8
R_87dCz9be9jswiPf,5/30/2016 14:49,5/30/2016 14:56,1,1,2,1,,,,,,,,,,1,,2,,,,1,2,6,2,2,3,4,1,4,5,1,2,2,,2,,1,1,2,1,1,1,5,5,2,3,2,4,3,2,3,7,,,,,,,,1,1,1,,,5,4,3,2,1,32,8,13,7,10
R_3IVMekHLPlp5B0D,5/30/2016 15:01,5/30/2016 15:05,1,1,2,,1,,1,,1,,1,1,,,,5,,,,1,2,3,1,4,2,3,2,1,5,1,1,1,"10,000",2,,1,1,2,2,2,,4,3,1,1,2,5,5,2,2,7,,,,,,,,1,1,1,1,,2,3,4,5,1,23,2,3,4,8
R_25yF7eh3Nkp1DGi,5/30/2016 16:35,5/30/2016 16:39,1,2,1,1,,,,,,,,,,1,,2,,1,,,1,8,2,4,2,2,1,5,5,1,2,2,,2,,1,2,1,4,2,5,4,5,5,3,2,3,5,2,3,9,,,,,,,,1,,1,,,4,1,5,2,3,32,2,6,3,6
R_3hgOGNf3mc3maLw,5/30/2016 16:44,5/30/2016 16:48,1,1,1,1,,,,1,,,,,,1,,3,1,,,,2,3,1,2,1,3,2,1,5,1,2,2,,1,,2,2,2,5,2,5,3,3,2,3,4,4,5,5,4,7,,,,,,,1,,1,,1,,3,5,2,1,4,5,8,13,7,5
R_4ZS4yADC1axV0oV,5/29/2016 18:54,5/30/2016 17:40,1,2,1,,,,,,,1,,,1,,,2,,,,1,2,2,1,2,2,3,2,1,5,4,2,2,,2,,1,1,1,3,2,3,2,3,4,1,2,5,2,1,5,8,1,,,,,,1,,,,,1,3,4,5,1,2,29,4,13,7,5
R_3smppBhahwXG63M,5/30/2016 18:34,5/30/2016 18:51,1,2,1,,,,1,,,,,1,,,,3,,1,,,2,8,1,2,1,1,2,1,5,1,2,1,"5,500",2,,2,1,2,2,2,2,4,4,1,2,3,4,4,1,3,8,,,,,,,,1,1,,,,4,5,2,1,3,5,7,8,2,8
R_wLD9wyZzWbx94MV,5/30/2016 17:34,5/30/2016 19:22,1,1,1,,,,,1,,,1,,,,,4,1,,,,2,3,1,3,2,3,2,1,5,1,2,2,,2,,1,2,1,5,2,5,4,5,2,2,2,4,5,5,3,8,,,1,,,,,,,1,,,3,4,5,2,1,30,8,10,7,7
R_ABEqTbon0HiqP0l,5/30/2016 19:16,5/30/2016 19:25,1,1,1,1,,,,1,,,,,,1,,2,1,,,,2,3,1,3,2,3,4,1,5,1,1,1,"$90,000 ",2,,1,2,3,1,3,3,2,2,4,4,1,4,4,4,4,8,,,,,,,,1,1,1,1,,4,3,2,5,1,51,1,8,8,8
R_WAMcU1DUJxDj35n,5/30/2016 21:06,5/30/2016 21:10,1,1,2,1,,,,,,,,,1,,,1,1,,,,1,8,2,3,2,2,4,4,5,1,2,2,,2,,1,1,1,4,1,5,3,5,5,2,5,2,4,1,3,8,,,,,,,,1,1,,,,3,5,4,2,1,49,2,5,6,13
R_2SeQclE4Te8aETk,5/30/2016 21:14,5/30/2016 21:21,1,1,1,,,,,1,,,,,1,,,5,,,1,,2,3,1,3,2,3,4,1,5,3,1,,,,,2,4,4,4,3,4,3,4,4,2,3,3,4,4,2,6,,,,,,,,1,1,,,,3,4,1,2,5,13,4,14,8,5
R_1eLhqvTQYsuYEdy,5/30/2016 23:24,5/30/2016 23:29,1,2,1,,,,,,,1,,1,,,,,,,,1,2,8,1,4,1,1,3,1,5,3,1,1,"13,000",2,,1,1,1,1,2,1,3,4,3,3,3,4,4,1,4,8,,,,,,,,1,,,,1,3,4,2,1,5,32,4,1,7,8
R_2B2JwxwuxQBJmS1,5/31/2016 0:23,5/31/2016 0:30,1,2,3,,1,,,1,,,,,1,,,5,,,,1,2,8,1,2,3,4,3,2,5,1,1,1,4400,2,,3,3,3,3,3,3,4,3,2,3,3,3,4,3,2,7,,,,,,,,1,1,,,,3,4,2,1,5,5,8,13,7,11
R_DjJ13l5DKdLXJWp,5/31/2016 9:50,5/31/2016 9:53,1,1,2,1,,,,,,,,,,1,,3,1,,,,1,3,2,2,1,3,4,2,5,1,2,2,,2,,2,3,1,4,2,4,5,5,1,1,2,4,5,5,3,10,,,1,,,,1,,,,1,,3,1,5,2,4,51,4,14,8,6
R_3pr9cdZG6I520I4,5/31/2016 11:04,5/31/2016 11:07,1,2,1,1,,,,,,,1,,,,,3,,1,,,2,8,2,2,4,3,2,3,5,1,2,2,,2,,2,2,4,3,3,5,3,5,3,4,3,5,5,1,5,9,,,1,,,,1,,,,,1,4,3,2,1,5,21,2,3,5,13
R_1LeBMul1RnWDhcC,5/31/2016 13:24,5/31/2016 13:27,1,1,1,,,,1,,,,1,,1,,,,,,,1,2,7,2,2,4,7,5,5,4,,2,2,,2,,1,2,2,2,3,3,3,3,5,3,3,3,1,1,1,7,,,,,,,,1,,,,1,4,5,2,3,1,5,2,4,,13
R_1ptcgytrZuXENF8,5/27/2016 16:55,5/31/2016 14:16,1,1,1,1,,,,,,,,,1,,,2,,,,1,2,7,2,2,2,2,2,2,5,1,2,2,,2,,2,4,2,3,3,1,2,2,4,2,4,5,1,1,5,9,,,,,,,,,,1,,,4,3,5,2,1,,6,6,2,6
R_3PMDYS8q6tAKJiQ,5/31/2016 14:16,5/31/2016 14:20,1,1,3,,,,1,,,,,,1,,,2,1,,,,2,4,1,4,1,3,2,1,5,1,1,1,"20,000",2,,2,1,1,2,2,2,4,5,2,3,2,4,5,1,5,8,,,,,,,,1,1,,,,4,2,1,3,5,47,2,5,6,13
R_1LHyc3XljV8l9jl,5/31/2016 14:19,5/31/2016 14:22,1,1,1,1,,,,,,,,,1,,,4,1,,,,2,6,2,1,2,1,4,1,5,1,2,2,,2,,1,1,2,2,3,3,4,3,4,2,2,5,5,2,5,8,,,,,,,1,,1,,,,1,5,4,3,2,5,2,5,6,5
R_3MlpUL2T3q2oYef,5/31/2016 14:24,5/31/2016 14:27,1,2,1,1,,,,,,,1,,,1,,1,,1,,,2,5,2,3,2,3,2,2,5,1,2,2,,2,,1,1,1,1,2,2,4,5,4,2,2,4,5,1,1,8,,,,,,,,1,1,1,,,2,5,3,4,1,32,2,6,2,1
R_2agDcco8KpmrdW6,5/31/2016 14:32,5/31/2016 14:35,1,1,1,1,,,,,,,,,,1,,2,1,,,,2,5,2,3,2,1,2,2,5,1,2,2,,2,,2,2,2,2,4,5,5,5,3,4,5,4,5,5,3,8,1,,,1,,,1,,1,1,,,4,5,2,1,3,5,2,11,5,11
R_2XiXvZUxlUg8JLZ,5/31/2016 14:32,5/31/2016 14:35,1,1,1,1,,,,,,,1,,,,,3,1,,,,2,4,1,1,5,7,5,5,2,2,1,1,"160,000",2,,2,1,1,5,5,5,5,5,5,5,4,1,5,1,4,10,1,,,,,,,,,,,1,2,4,1,3,5,32,2,4,6,4
R_31vmoZtgbJZUMq3,5/31/2016 14:33,5/31/2016 14:36,1,2,1,,,,1,,,,,,,1,,2,,1,,,2,4,1,4,2,1,1,4,5,1,1,1,8000,2,,1,1,2,5,2,4,5,5,2,2,4,4,4,1,3,8,,,,,,,,,1,,,,1,4,5,3,2,21,2,3,5,11
R_afVCAla4pq9AiHL,5/31/2016 14:45,5/31/2016 14:58,1,1,1,,,,1,,,,1,1,,,,2,,,,1,2,4,1,4,4,5,4,4,5,4,1,1,30000,2,,2,2,1,4,2,3,3,3,4,4,5,2,1,1,1,9,,,,,,,,1,1,,,,3,4,5,2,1,52,1,14,1,12
R_2EH2Mb7bYH6PQCx,5/31/2016 15:01,5/31/2016 15:04,1,2,1,,,,,,,1,1,1,,,,3,,,,1,2,2,1,4,1,4,2,1,5,3,1,1,46000,2,,2,1,1,2,1,1,5,5,1,1,2,5,5,2,1,6,,,,,,,,1,,,,1,5,3,1,4,2,7,1,14,1,14
R_3mA1ZaR9Uq22pQ5,5/31/2016 15:02,5/31/2016 15:07,1,2,1,,,,1,,,,1,1,,,,2,,,,1,2,8,1,4,2,3,2,2,5,4,2,2,,2,,1,2,1,1,3,2,2,4,2,3,3,3,3,1,4,8,,,,,,,,1,1,,,,1,4,3,5,2,51,4,1,7,8
R_3RlVJkxWC7j30zt,5/31/2016 15:07,5/31/2016 15:11,1,2,1,,,,1,,,,,1,,1,,3,,,,1,2,2,1,4,1,1,2,1,5,1,2,1,<2000,2,,1,2,2,3,4,3,3,2,3,3,3,2,4,1,4,9,,,,,,,1,,,,,1,3,4,2,1,5,38,8,13,8,8
R_5BDEsh5TS1ReNwd,5/31/2016 15:08,5/31/2016 15:11,1,2,1,1,,,,,,,,,,1,,5,,1,,,2,4,2,2,2,3,2,2,5,1,2,2,,2,,1,1,1,2,2,4,3,4,3,3,2,5,5,4,3,8,,,,,,,1,,1,,1,,3,4,2,1,5,13,7,6,7,7
R_pRz55iBjpsWhOG5,5/31/2016 15:14,5/31/2016 15:18,1,1,1,1,,,,,,,1,,1,,,2,,,,1,2,8,2,2,4,4,3,3,5,5,2,2,,2,,1,1,2,2,2,3,4,5,4,3,2,2,3,1,1,9,,,,,,,,1,1,,,,5,4,3,1,2,52,2,3,6,13
R_3dDJINmmGOYgK1Y,5/31/2016 15:15,5/31/2016 15:19,1,2,1,1,,,,,,,1,,,,,5,,1,,,2,3,1,1,2,2,2,1,5,1,1,1,,2,,2,2,2,4,2,5,4,5,3,2,2,4,5,2,3,7,,,,,,,,1,1,1,,,3,5,4,1,2,,8,13,4,6
R_1GP8HgHfMYTFA6z,5/31/2016 15:15,5/31/2016 15:19,1,1,1,,,,1,,,,1,,,,,1,,,,1,2,2,1,4,2,3,2,2,5,1,2,2,,2,,1,2,1,3,4,4,4,4,4,3,2,4,1,1,1,6,,,,,,,,1,,,,1,2,5,3,1,4,51,2,12,4,13
R_3hovSEZGJZkAgat,5/31/2016 15:18,5/31/2016 15:21,1,2,1,,,,1,,,,1,,,,,1,,,,1,2,7,2,4,4,4,3,5,3,5,2,2,,2,,1,1,2,3,3,3,4,5,5,3,3,3,4,2,3,8,,,,,,,,1,1,,,,5,1,2,3,4,5,2,3,6,13
R_3qspVmyC01tJMCZ,5/31/2016 15:21,5/31/2016 15:24,1,2,1,,,,,,1,,,,1,1,,,,1,,,2,5,1,4,4,4,5,2,5,3,1,1,"13,000",2,,1,1,1,1,2,2,2,5,2,2,2,2,2,1,1,7,,,,,,,,1,1,,,,2,3,1,4,5,29,1,1,2,1
R_30epdWLDo63hGVT,5/31/2016 15:22,5/31/2016 15:26,1,1,1,1,,,,,,,,1,,,,4,,,,1,2,5,1,1,4,6,5,4,5,3,1,1,"$30,000 ",2,,1,1,2,4,2,4,2,2,4,2,2,2,1,1,1,8,,,,,,,,1,,,,1,4,5,3,1,2,33,4,8,3,8
R_1HnwyvtHhDPJGQS,5/31/2016 15:25,5/31/2016 15:28,1,1,1,1,,,,,,,1,,,,,2,1,,,,2,6,2,2,3,2,1,5,5,1,2,2,,2,,1,1,1,3,3,5,5,5,3,3,2,4,5,2,5,8,1,,,,,,1,,,1,,,1,2,5,3,4,32,2,4,6,1
R_9vLBWqg7R5LG4z7,5/31/2016 15:22,5/31/2016 15:29,1,1,1,1,,,,,,,1,,,,,3,1,,,,1,4,2,2,3,4,2,2,5,1,1,1,"10,000",2,,1,1,1,4,3,4,5,5,3,2,3,3,4,1,5,9,,,,,,,,1,1,1,,,3,5,4,1,2,2,2,10,4,13
R_31FXquEWxOTXs5y,5/31/2016 15:27,5/31/2016 15:30,1,2,1,1,,,,1,,,,,1,,,4,,1,,,2,5,2,3,2,3,2,3,5,1,2,2,,2,,2,2,3,2,4,4,3,5,2,3,3,4,5,1,2,8,,,,,,,,1,,1,,,3,5,4,1,2,32,2,5,5,13
R_3LcAmdvOSogX4Ug,5/31/2016 15:29,5/31/2016 15:32,1,1,1,1,,,,,,,1,,,,,4,,,1,,2,7,2,3,1,1,2,2,5,1,2,2,,2,,1,1,1,4,2,2,3,3,1,1,3,4,5,4,5,7,,,,,,,,1,1,,,,4,5,2,1,3,52,2,10,7,10
R_31F17PLiW5RsFZO,5/31/2016 15:31,5/31/2016 15:33,1,1,1,1,,,,,,,1,,,,,3,1,,,,2,6,2,3,3,3,2,4,5,1,2,2,,2,,1,1,1,4,1,5,5,5,2,4,5,4,5,3,3,10,,,,,,,,,1,,1,,3,5,2,1,4,32,2,4,5,11
R_23W5WoTLPNJwup3,5/31/2016 15:30,5/31/2016 15:34,1,2,1,1,,,,,,,1,1,,,,4,,1,,,2,7,1,1,3,6,4,4,4,5,2,2,,1,0,1,1,2,3,2,4,3,3,4,1,3,5,5,2,3,9,,,,,,1,1,,1,1,,,5,3,4,1,2,32,2,4,6,13
R_7UL5M9NUAXkurRv,5/31/2016 15:31,5/31/2016 15:34,1,2,1,1,,,,,,,1,,,,,3,,1,,,2,3,2,2,2,3,3,5,5,1,2,2,,2,,1,1,1,5,5,5,5,5,5,4,5,3,5,2,5,8,1,1,1,,1,,1,,1,1,1,,3,4,2,1,5,32,2,3,4,3
R_1CBHkh1bdc6vdDH,5/31/2016 15:33,5/31/2016 15:42,1,2,1,,,,1,,,,,,,1,,2,,,,1,2,4,1,4,3,2,4,1,5,4,2,2,,2,,2,4,1,3,3,3,3,3,1,3,3,5,3,2,3,8,,,1,1,,,1,,1,,,1,2,5,4,3,1,32,2,7,3,7
R_3HTGBxXRWWD3ZWT,5/31/2016 15:44,5/31/2016 15:50,1,2,1,,1,,,,,,1,,,,,2,,1,,,2,5,1,2,2,2,3,2,5,1,1,1,a lot,1,A LOT,2,2,2,3,5,4,4,5,2,2,4,5,5,3,1,7,,,,,,,,1,1,,,,3,5,4,1,2,32,1,8,7,7
R_1gCtdrHCCcXuNKr,5/31/2016 15:59,5/31/2016 16:02,1,1,1,1,,,,,,,1,,,,,3,1,,,,2,5,2,2,4,7,4,4,3,5,2,2,,2,,2,1,1,5,3,5,5,5,5,4,3,2,5,3,5,8,,,,,,1,1,,1,1,,,3,4,2,1,5,32,2,4,5,8
R_5i1OZSTqvGgQsxD,5/31/2016 16:04,5/31/2016 16:14,1,2,1,,,,1,,,,,,1,,,1,,1,,,2,4,1,4,2,1,1,2,5,1,1,1,"$27,000 ",2,,2,2,2,3,2,2,4,4,2,2,2,3,3,1,4,7,,,,,,,,1,,,,1,4,3,1,2,5,21,2,3,4,8
